id,name,host_name,host_location,host_response_time,host_is_superhost,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,number_of_reviews,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_cleaned
2384,Hyde Park - Walk to University of Chicago,Rebecca,,within an hour,False,Neighborhood highlights,Hyde Park,41.7879,-87.5878,Private room in condo,Quarto privativo,1,1.0,1.0,1.0,$119.00,3,257,0,4.99,False,119.0
7126,Tiny Studio Apartment 94 Walk Score,Sarah,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.90166,-87.68021,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$89.00,2,595,3,4.73,False,89.0
10945,The Biddle House (#1),At Home Inn,"Chicago, IL",within an hour,True,,Lincoln Park,41.91196,-87.63981,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$203.00,4,129,2,4.74,True,203.0
12140,Lincoln Park Guest House,Shar And Robert,"Chicago, IL",within an hour,False,Neighborhood highlights,Lincoln Park,41.92357,-87.64947,Room in boutique hotel,Quarto privativo,3,1.0,1.0,1.0,$339.00,2,19,1,4.95,False,339.0
28749,Quirky Bucktown Loft w/ Parking No Parties,Lauri,Italy,within a day,True,Neighborhood highlights,Logan Square,41.9202265,-87.67961319999999,Entire loft,Todo o espaço,6,2.0,3.0,3.0,$258.00,2,265,2,4.83,False,258.0
71930,"Rest, Relax and Explore",Michael And Veronica,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89615,-87.67934,Private room in rental unit,Quarto privativo,2,1.0,1.0,1.0,$80.00,3,141,2,4.89,False,80.0
94450,Comfy Garden Suite in Andersonville,Mark,,within an hour,True,Neighborhood highlights,Edgewater,41.9796,-87.66512,Entire rental unit,Todo o espaço,1,1.0,1.0,1.0,$117.00,3,39,0,4.95,False,117.0
145659,Trendy Roscoe Village 3BR/2BR walk to shops,Joe,"Chicago, IL",within a few hours,True,Neighborhood highlights,North Center,41.94342,-87.68121,Entire rental unit,Todo o espaço,8,2.0,3.0,3.0,$185.00,32,77,0,4.78,False,185.0
145690,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,Joe,"Chicago, IL",within a few hours,True,Neighborhood highlights,Lincoln Park,41.91289,-87.63864,Entire rental unit,Todo o espaço,10,2.0,4.0,4.0,$270.00,32,87,0,4.78,False,270.0
189821,"Best in Chicago, private, amazing garden space",Meighan,"Chicago, IL",within an hour,True,Neighborhood highlights,Logan Square,41.92918,-87.70219,Entire rental unit,Todo o espaço,5,1.0,2.0,3.0,$220.00,3,712,2,4.95,False,220.0
207218,Historic Pullman Artist Flat - Monthly Rental,Jb,"Chicago, IL",within an hour,True,Neighborhood highlights,Pullman,41.68843,-87.60712,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$125.00,32,321,0,4.9,False,125.0
207351,Pullman Art Studio - One Person - Monthly Rental,Jb,"Chicago, IL",within an hour,True,Neighborhood highlights,Pullman,41.68954,-87.60786,Entire place,Todo o espaço,1,1.0,1.0,1.0,$50.00,32,49,1,4.92,False,50.0
220333,Pullman School House Apartment - monthly rental,Jb,"Chicago, IL",within an hour,True,Neighborhood highlights,Pullman,41.68912,-87.60725,Entire rental unit,Todo o espaço,2,1.0,2.0,1.0,$125.00,32,8,0,4.88,False,125.0
225314,Cozy & comfy with AC close to California Blue Line,Jillian,"Chicago, IL",within a few hours,False,Neighborhood highlights,Logan Square,41.92589,-87.69737,Private room in home,Quarto privativo,1,1.0,1.0,1.0,$87.00,2,32,0,4.94,False,87.0
233933,Lovely Bedroom 3 in a New Renovated Apartment,Tippi,"Chicago, IL",within a few hours,True,Neighborhood highlights,Irving Park,41.95758,-87.7271,Private room in home,Quarto privativo,2,1.0,1.0,1.0,$58.00,2,220,3,4.83,False,58.0
250354,Close to Michigan Ave and parks,Ronald,"Chicago, IL",,False,Neighborhood highlights,Near South Side,41.85923,-87.62198,Entire condo,Todo o espaço,2,1.0,2.0,1.0,$170.00,180,35,0,4.84,False,170.0
264547,Steps From the Best Chicago Offers,Dominic,"Chicago, IL",a few days or more,False,Neighborhood highlights,Near West Side,41.88413,-87.64315,Entire condo,Todo o espaço,3,1.5,2.0,2.0,$228.00,32,63,0,4.84,False,228.0
345075,"Spacious, Vintage Hyde Park Apt.3",Patricia,"Chicago, IL",within a day,True,,Kenwood,41.80774,-87.59459,Private room in condo,Quarto privativo,2,1.0,1.0,1.0,$116.00,2,304,0,4.97,False,116.0
350347,2bd/2bath Urban Loft w/ 2 pkg spots 1 blk to train,Jay,"Chicago, IL",within an hour,True,Neighborhood highlights,Lake View,41.94107,-87.65492,Entire loft,Todo o espaço,4,2.0,2.0,2.0,$193.00,3,823,5,4.88,False,193.0
372929,Lux Urban 3BR/3BA Duplex + Parking!,Hans,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89629,-87.65704,Entire home,Todo o espaço,12,3.0,3.0,5.0,$249.00,2,326,4,4.85,False,249.0
404792,Eclectic West Town 2BR w/ Vintage Charm,Christine,"New York, United States",within an hour,False,Neighborhood highlights,West Town,41.88947,-87.66933,Entire rental unit,Todo o espaço,3,1.0,2.0,2.0,$126.00,14,227,1,4.51,False,126.0
464581,"Large, Private Logan Square Studio",Jonathan,"Chicago, IL",,False,Neighborhood highlights,Logan Square,41.92518,-87.69549,Entire rental unit,Todo o espaço,4,1.0,1.0,2.0,$106.00,32,649,0,4.81,False,106.0
507517,Private Lincoln Square Garden Apt,Nate,"Chicago, IL",within an hour,True,Neighborhood highlights,Lincoln Square,41.96678,-87.6973,Entire guest suite,Todo o espaço,4,1.0,1.0,1.0,$91.00,2,455,1,4.92,False,91.0
542067,Logan Square Modern Vintage Garden,Sarah,"Chicago, IL",within an hour,True,Neighborhood highlights,Logan Square,41.93142,-87.69989,Entire rental unit,Todo o espaço,3,1.0,2.0,3.0,$168.00,3,319,0,4.88,False,168.0
584590,"Spacious Bedroom, steps to El train",Elizabeth,"Chicago, IL",within an hour,True,Neighborhood highlights,Lincoln Square,41.96528,-87.6831,Private room in rental unit,Quarto privativo,2,1.0,1.0,1.0,$55.00,32,57,0,4.57,False,55.0
634310,The Stained Glass Apt. Edgewater #1,Felice,"Chicago, IL",within a few hours,True,Neighborhood highlights,Edgewater,41.99688,-87.66449,Private room in condo,Quarto privativo,2,1.0,1.0,1.0,$64.00,3,158,2,4.92,False,64.0
640841,Luxury Lakeview Retreat & Rooftop- Walk to Wrigley,James,"Chicago, IL",within an hour,True,Neighborhood highlights,Lake View,41.94256,-87.67171,Entire condo,Todo o espaço,4,2.5,2.0,2.0,$264.00,4,112,0,4.98,False,264.0
651742,Edgebrook Lg bdr by golf course,Jefferson,"Chicago, IL",within a few hours,True,Neighborhood highlights,Forest Glen,41.99178,-87.75747,Private room in home,Quarto privativo,2,1.0,1.0,1.0,$69.00,2,130,3,4.94,False,69.0
662034,Edgebrook bdr by golf course,Jefferson,"Chicago, IL",within a few hours,True,Neighborhood highlights,Forest Glen,41.99405,-87.75746,Private room in home,Quarto privativo,1,1.0,1.0,1.0,$60.00,2,111,3,4.94,False,60.0
681842,Bedrm/Bath - Swanky Northside Condo,Roxane,"Chicago, IL",within a few hours,True,Neighborhood highlights,West Ridge,41.99373,-87.68279,Private room in condo,Quarto privativo,2,1.0,1.0,1.0,$53.00,32,33,0,4.91,False,53.0
697634,"2 BD Condo by downtown,park,lake",Marv,"Evanston, Illinois",within a day,True,Neighborhood highlights,Near North Side,41.90437,-87.6335,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$109.00,32,162,0,4.87,False,109.0
726376,"Spacious Studio, Amazing Location!",James,"Chicago, IL",within a few hours,True,Neighborhood highlights,Lake View,41.93903,-87.65196,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$130.00,2,905,4,4.69,False,130.0
729566,Modern 1 Bdrm Condo w Office in High Rise-6mth min,Huiri,"Chicago, IL",within an hour,False,,Near South Side,41.86442,-87.62561,Entire condo,Todo o espaço,2,1.0,1.0,1.0,$79.00,179,5,0,5.0,False,79.0
732569,Entire 2BR Apt w/ Parking & 3 Beds,James,"Chicago, IL",within an hour,False,,Lower West Side,41.8559,-87.65336,Entire rental unit,Todo o espaço,5,1.0,2.0,2.0,$192.00,1,161,1,4.43,False,192.0
739495,Lovely 2 bedroom in Lincoln Square,Janet,"Chicago, IL",a few days or more,False,Neighborhood highlights,Lincoln Square,41.9765,-87.68144,Entire rental unit,Todo o espaço,4,1.0,2.0,3.0,$273.00,7,218,0,4.87,False,273.0
755701,3 Bedroom Victorian Beauty at Logan Square,Vasileios,"Chicago, IL",within an hour,True,Neighborhood highlights,Logan Square,41.93115,-87.71836,Entire rental unit,Todo o espaço,5,1.0,3.0,6.0,$125.00,32,33,0,4.81,False,125.0
863120,Cozy Private Room in a unique Chicago Penthouse,Nejla,"Chicago, IL",within an hour,False,Neighborhood highlights,Lincoln Park,41.92218,-87.66079,Private room in condo,Quarto privativo,2,2.5,3.0,1.0,$73.00,2,174,5,4.94,False,73.0
929914,Victorian Guest Suite in Old Town,Lynn,"Chicago, IL",within an hour,True,Neighborhood highlights,Lincoln Park,41.912410736083984,-87.63896942138672,Entire rental unit,Todo o espaço,2,,1.0,,,3,517,2,4.93,False,
931105,Modern Guest Bedroom Room in Designers House,Samantha,"Chicago, IL",,False,Neighborhood highlights,East Garfield Park,41.88538,-87.69801,Private room in home,Quarto privativo,2,,,,,32,22,0,4.91,False,
960326,The Penthouse Gallery at OHC - No Cleaning Fee!,Matthew,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89602,-87.65659,Entire condo,Todo o espaço,6,2.0,3.0,3.0,$262.00,2,498,4,4.93,False,262.0
966137,"!!BIG PRIVATE HOUSE!!close2bus,Great reviews!!",Erika,"Chicago, IL",a few days or more,False,Neighborhood highlights,Near West Side,41.86801,-87.67877,Entire home,Todo o espaço,5,1.0,2.0,2.0,$120.00,32,41,0,4.75,False,120.0
979841,"Huge Victorian near Loyola, Lake #1",Eduardo,"Chicago, IL",within an hour,True,Neighborhood highlights,Rogers Park,42.00588,-87.66853,Private room in home,Quarto privativo,2,1.5,1.0,1.0,$81.00,2,374,6,4.98,True,81.0
979926,"Huge Victorian near Loyola, Lake #2",Eduardo,"Chicago, IL",within an hour,True,,Rogers Park,42.00477,-87.66842,Private room in home,Quarto privativo,2,1.5,1.0,1.0,$73.00,2,410,6,4.98,True,73.0
979942,"Huge Victorian near Loyola, Lake #3",Eduardo,"Chicago, IL",within an hour,True,,Rogers Park,42.00378,-87.66807,Private room in home,Quarto privativo,2,1.5,1.0,2.0,$73.00,2,367,5,4.94,True,73.0
983640,Huge Victorian near Loyola 2bd Apt,Eduardo,"Chicago, IL",within an hour,True,Neighborhood highlights,Rogers Park,42.00456,-87.67058,Entire rental unit,Todo o espaço,4,1.0,2.0,3.0,$179.00,2,318,6,4.95,True,179.0
1020810,Beautiful Condo in Chicago,Andrea,"Chicago, IL",within an hour,False,Neighborhood highlights,Near North Side,41.89395,-87.62593,Entire rental unit,Todo o espaço,2,1.0,1.0,2.0,$115.00,32,43,0,4.67,False,115.0
1027463,Chicago Women's Residence Florence Comfy Rm,Urban Art,"Chicago, IL",within a day,False,Neighborhood highlights,North Lawndale,41.8544,-87.70852,Private room in home,Quarto privativo,4,,1.0,,,32,11,0,4.36,False,
1083987,MODERN LOFT Downtown by McCormick w/KING BED WiFi,Paul,"Chicago, IL",within an hour,False,,Near South Side,41.85395,-87.62468,Entire rental unit,Todo o espaço,2,1.0,1.0,2.0,$120.00,32,17,0,5.0,False,120.0
1185749,3 Bedroom Vintage Hideaway In Little Italy/uic,Matt And Christy,"Chicago, IL",within an hour,False,Neighborhood highlights,Near West Side,41.87033,-87.6826,Entire condo,Todo o espaço,6,1.0,3.0,4.0,$166.00,3,388,1,4.87,True,166.0
1195259,Wicker Park - Garden At The Heart of It All,Jason,"Chicago, IL",within a day,True,Neighborhood highlights,West Town,41.90914,-87.67859,Entire rental unit,Todo o espaço,3,1.0,2.0,4.0,$118.00,5,225,1,4.9,False,118.0
1242709,Beautiful/Large SE Evanston Apt,Mr,"Evanston, IL",,False,,Rogers Park,42.01938,-87.67985,Entire rental unit,Todo o espaço,6,,2.0,,,7,17,0,4.35,False,
1304049,Private room near UIC Medical Dist.,Sharon,"Chicago, IL",,True,Neighborhood highlights,Near West Side,41.86967,-87.68284,Private room in home,Quarto privativo,2,1.0,1.0,1.0,$45.00,32,126,0,4.66,False,45.0
1321332,Lincoln Park Single Family Home,Jeff,"Chicago, IL",within an hour,False,Neighborhood highlights,Lincoln Park,41.93089,-87.66946,Entire home,Todo o espaço,16,3.5,4.0,11.0,$627.00,2,121,2,4.83,False,627.0
1356190,Logan Square Vintage Deluxe Private Suite & Bath,Gabrielle,"Chicago, IL",within an hour,True,Neighborhood highlights,Logan Square,41.91984,-87.68962,Private room in home,Quarto privativo,2,1.0,1.0,1.0,$107.00,3,510,5,4.97,False,107.0
1361421,Wrigley Hostel - Queen Bed Room,Wrigley Hostel,"Chicago, IL",,False,Neighborhood highlights,Lake View,41.9459,-87.65461,Private room in hostel,Quarto privativo,2,,1.0,,,32,40,0,4.43,True,
1392594,"Bright open house, garden & deck",Eileen,"Chicago, IL",within a few hours,False,Neighborhood highlights,Uptown,41.96909,-87.67407,Entire home,Todo o espaço,6,2.0,3.0,3.0,$200.00,3,36,1,4.63,False,200.0
1461451,02b. Twin bed in Coed Space,Joseph,"Chicago, IL",within an hour,True,Neighborhood highlights,West Ridge,42.01653,-87.68788,Shared room in rental unit,Quarto compartilhado,1,2.0,1.0,1.0,$22.00,1,214,0,4.64,False,22.0
1502674,The Biddle House (#2),At Home Inn,"Chicago, IL",within an hour,True,Neighborhood highlights,Lincoln Park,41.91175,-87.63834,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$209.00,4,161,2,4.84,False,209.0
1502700,The Biddle House,At Home Inn,"Chicago, IL",within an hour,True,Neighborhood highlights,Lincoln Park,41.91184,-87.63963,Entire home,Todo o espaço,10,2.0,4.0,4.0,$438.00,32,16,0,4.4,False,438.0
1554433,Charming Home in Chicago,Eric,"Chicago, IL",within a few hours,False,Neighborhood highlights,Beverly,41.71554,-87.67197,Private room in bungalow,Quarto privativo,2,1.5,1.0,1.0,$45.00,32,199,0,4.85,False,45.0
1573401,Spacious & serene in hip spot. Sleeps 4.,April,"Chicago, IL",within an hour,True,Neighborhood highlights,Lower West Side,41.85592,-87.66249,Private room in home,Quarto privativo,4,1.0,1.0,1.0,$55.00,2,464,3,4.91,False,55.0
1584422,Magic Factory Loft 2West,Carole,"Chicago, IL",within an hour,True,Neighborhood highlights,Near North Side,41.90532,-87.64761,Entire rental unit,Todo o espaço,10,2.0,3.0,8.0,$480.00,3,59,1,4.95,True,480.0
1591370,Cozy Northside Apt near Transp&Beach&Free St Prkng,Holly,United States,within an hour,True,Neighborhood highlights,Rogers Park,42.01177,-87.67758,Entire rental unit,Todo o espaço,6,1.0,1.0,4.0,$156.00,2,217,0,4.83,False,156.0
1614802,"Contemporary, private suite w fireplace",Carin,"Chicago, IL",within a few hours,True,Neighborhood highlights,Lake View,41.93455,-87.66141,Entire guest suite,Todo o espaço,3,1.0,1.0,2.0,$75.00,4,420,5,4.91,False,75.0
1663673,iKlektik House Chicago / Cardinal,Mindy + Tony,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89322,-87.68572,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$129.00,2,461,2,4.91,True,129.0
1759266,Lakeview / Lincoln Park Vintage,Mark,"Chicago, IL",within an hour,True,Neighborhood highlights,Lake View,41.93396,-87.65897,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$147.00,2,100,2,4.85,True,147.0
1769731,1 Bedroom Across from Wrigley Field MVP Suite,Inn At Wrigleyville,"Chicago, IL",within an hour,False,Neighborhood highlights,Lake View,41.94747,-87.65417,Entire condo,Todo o espaço,4,1.0,1.0,2.0,$322.00,1,39,1,4.77,True,322.0
1772920,3 Bedroom Across from Wrigley Field AllStar Suite,Inn At Wrigleyville,"Chicago, IL",within an hour,False,Neighborhood highlights,Lake View,41.94842,-87.65307,Entire rental unit,Todo o espaço,7,2.0,3.0,7.0,$565.00,1,25,0,4.64,True,565.0
1773021,4 Bedroom Across from Wrigley Field Stadium Suite,Inn At Wrigleyville,"Chicago, IL",within an hour,False,Neighborhood highlights,Lake View,41.94774,-87.65421,Entire rental unit,Todo o espaço,9,2.0,4.0,5.0,$665.00,1,62,2,4.92,True,665.0
1773025,4 Bedroom Across from Wrigley Field Legend Suite,Inn At Wrigleyville,"Chicago, IL",within an hour,False,Neighborhood highlights,Lake View,41.9475,-87.6542,Entire rental unit,Todo o espaço,9,2.0,4.0,5.0,$837.00,1,45,2,4.78,True,837.0
1810118,LARGE 1BR/Private Full Bath near U of Chicago,Ryan,"Chicago, IL",within an hour,True,Neighborhood highlights,Woodlawn,41.77738,-87.60041,Private room in home,Quarto privativo,3,1.0,1.0,1.0,$70.00,4,381,1,4.89,False,70.0
1837153,Musician's Quarters,Chester,"Chicago, IL",within a few hours,False,,Hyde Park,41.79989,-87.59432,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$63.00,32,60,0,4.48,False,63.0
1854000,Elegant Lakefront Near Wrigley Field Lake Michigan,James,"Chicago, IL",within a day,False,Neighborhood highlights,Lincoln Park,41.93264,-87.64311,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$436.00,32,155,0,4.58,False,436.0
1869568,"Homey, cozy and comfortable!",Esmirna,"Chicago, IL",within an hour,False,Neighborhood highlights,North Lawndale,41.85638259958464,-87.71415361216066,Private room in rental unit,Quarto privativo,1,3.0,4.0,0.0,$44.00,1,10,0,5.0,False,44.0
1921670,The Avondale Garden Unit,Jedidiah,"Chicago, IL",within an hour,True,Neighborhood highlights,Irving Park,41.94663,-87.70783,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$115.00,2,364,2,4.87,False,115.0
1939467,"Rm 1, Quiet&Cozy in Old Irving - NonSmokers, only",Ilya,"Chicago, IL",within a few hours,True,Neighborhood highlights,Irving Park,41.95998186072804,-87.73006782293396,Private room in rental unit,Quarto privativo,1,1.0,1.0,1.0,$60.00,32,5,0,5.0,False,60.0
1984545,Soulful Living 3B-3B Home Hyde Park/Bronzeville,Bobbie,United States,within a few hours,False,Neighborhood highlights,Grand Boulevard,41.81961,-87.61324,Entire townhouse,Todo o espaço,3,,3.0,,,32,4,0,4.0,False,
2011301,Bucktown - Great Northside Location,Bradley,"Chicago, IL",within an hour,True,Neighborhood highlights,Logan Square,41.92118,-87.68678,Private room in home,Quarto privativo,2,1.0,1.0,1.0,$59.00,2,318,2,4.67,True,59.0
2062638,Downtown Urban Oasis 3BR + Huge Deck & Parking!,Hans,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89821,-87.6572,Entire condo,Todo o espaço,10,2.0,3.0,4.0,$223.00,2,236,1,4.79,False,223.0
2103986,Mid-Century Townhouse in Lakeview,Barbara,"Chicago, IL",within a day,True,Neighborhood highlights,Lake View,41.93338,-87.63913,Private room in townhouse,Quarto privativo,2,1.0,1.0,1.0,$75.00,1,180,1,4.84,False,75.0
2298310,"Hyde Park / Kenwood, UChicago. Free bike.",Pattaraporn,,within an hour,True,,Kenwood,41.80239,-87.60244,Private room in townhouse,Quarto privativo,1,1.0,1.0,1.0,$76.00,10,68,0,4.9,False,76.0
2396340,The Woodsman's Gallery at OHC - No Cleaning Fee!,Matthew,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89634,-87.65608,Entire rental unit,Todo o espaço,6,,3.0,,,2,577,3,4.91,False,
2437230,City Hideaway,Brock & Kim,"Chicago, IL",within an hour,True,Neighborhood highlights,North Center,41.94272,-87.68409,Entire condo,Todo o espaço,3,,2.0,,,1,112,0,4.92,False,
2479175,Cozy Garden-Subterranean Apartment,Jennifer,"Chicago, IL",within an hour,True,Neighborhood highlights,Lincoln Square,41.96316,-87.69208,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$75.00,2,306,4,4.79,False,75.0
2499596,Vintage Apartment in the Heart of the Ukrainian Village,Jason,"Chicago, IL",within an hour,False,Neighborhood highlights,West Town,41.90006,-87.68096,Entire condo,Todo o espaço,3,1.5,1.0,2.0,$126.00,10,199,1,4.78,False,126.0
2564678,Even Cowgirls Get The Blues Rm.,Urban Art,"Chicago, IL",within a day,False,Neighborhood highlights,South Lawndale,41.85295,-87.70686,Private room in home,Quarto privativo,1,1.5,1.0,1.0,$45.00,32,6,0,3.67,False,45.0
2695259,Grand Vintage Lincoln Park Penthouse 3 Bedrooms,Kristi,"Boulder, CO",,False,Neighborhood highlights,Lake View,41.93308,-87.6511,Entire condo,Todo o espaço,6,,3.0,,,1,162,0,4.78,False,
2844042,iKlektik House Chicago / BlueJay,Mindy + Tony,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89288,-87.68458,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$146.00,2,212,6,4.9,True,146.0
2874486,Gorgeous Penthouse with Stunning Views from Private Rooftop,Ross,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.90026,-87.66871,Entire rental unit,Todo o espaço,5,2.0,2.0,2.0,$194.00,2,298,3,4.9,False,194.0
2907500,The Red Room,Erik,"Chicago, IL",within an hour,True,Neighborhood highlights,West Lawn,41.78225,-87.72806,Private room in home,Quarto privativo,2,1.0,1.0,1.0,$38.00,1,402,1,4.85,True,38.0
3031898,Art Collector's Pied-a'-terre,Karen Sophie,"Chicago, IL",within an hour,True,Neighborhood highlights,South Shore,41.77206,-87.56982,Entire condo,Todo o espaço,2,2.0,2.0,1.0,$85.00,32,246,0,4.84,False,85.0
3053081,Relaxed Bucktown/Wicker Park 1B Apt,Paul,"Chicago, IL",within an hour,True,Neighborhood highlights,Logan Square,41.91571,-87.67449,Entire rental unit,Todo o espaço,3,1.0,1.0,1.0,$106.00,2,556,8,4.82,False,106.0
3068787,Lincoln Square Modern 2 Bed 2 Bath,Mark,"Chicago, IL",within a few hours,True,Neighborhood highlights,North Center,41.96136,-87.6784,Entire guest suite,Todo o espaço,4,2.0,2.0,2.0,$149.00,3,219,5,4.94,False,149.0
3083343,Remodeled Splendid Flat in Bucktown/Wicker Park,Amitabh,,within an hour,True,Neighborhood highlights,Logan Square,41.91533279418945,-87.67047882080078,Entire rental unit,Todo o espaço,6,1.0,2.0,4.0,$177.00,2,161,0,4.76,False,177.0
3088192,2nd floor of 1908 brick two-flat in Logan Square,Paul,"Chicago, IL",within a few hours,True,Neighborhood highlights,Logan Square,41.93105,-87.71177,Entire rental unit,Todo o espaço,6,1.0,2.0,3.0,$168.00,1,541,5,4.96,False,168.0
3167664,"Ample Artsy Condo w Open Kitchen, Deck",Evan,"Chicago, IL",,False,Neighborhood highlights,Rogers Park,42.00561,-87.67074,Entire condo,Todo o espaço,3,,2.0,,,32,53,0,4.94,False,
3172794,LOFT606:  Gigantic Sunlit Former Factory Home,John,"Chicago, IL",within an hour,True,Neighborhood highlights,Logan Square,41.91634,-87.69335,Entire home,Todo o espaço,16,2.5,6.0,10.0,"$1,080.00",1,93,0,4.9,False,1080.0
3267902,Ravenswood Guest House Annex,Richard,"Chicago, IL",within an hour,True,Neighborhood highlights,Edgewater,41.98908,-87.66697,Entire rental unit,Todo o espaço,5,1.0,1.0,3.0,$80.00,2,452,7,4.93,False,80.0
3292054,The Roscoe House near Wrigley Field,Courtney And Garrett,"Boise, ID",within an hour,True,Neighborhood highlights,Lake View,41.94278,-87.65621,Entire home,Todo o espaço,8,3.0,3.0,4.0,$314.00,4,354,7,4.95,False,314.0
3308694,"""The Annex II"" Huge 1,600 Sq foot Apartment",Matthew,"Chicago, IL",within an hour,True,Neighborhood highlights,Near West Side,41.88711,-87.6438,Entire rental unit,Todo o espaço,5,1.0,2.0,3.0,$357.00,2,148,3,4.89,False,357.0
3329088,East Garfield Park 2 Bedroom,William,"Chicago, IL",within an hour,True,Neighborhood highlights,East Garfield Park,41.88367,-87.70864,Entire condo,Todo o espaço,4,2.0,2.0,2.0,$140.00,32,174,1,4.91,False,140.0
3376665,Private room and private bath in luxury condo,Janet,"Chicago, IL",within a few hours,False,Neighborhood highlights,West Town,41.90973,-87.69655,Private room in rental unit,Quarto privativo,2,1.0,1.0,0.0,$87.00,2,75,2,4.84,False,87.0
3385966,Welcome to your 2BD Penthouse,Chad,"Chicago, IL",within an hour,False,Neighborhood highlights,Lake View,41.93594,-87.66953,Entire rental unit,Todo o espaço,4,2.0,2.0,2.0,$808.00,32,191,1,4.8,False,808.0
3394750,Park Side Apt. Walk to Orange Line!,Jenn,"Chicago, IL",within a few hours,True,Neighborhood highlights,Mckinley Park,41.8251,-87.6739,Entire rental unit,Todo o espaço,3,,2.0,,,4,130,1,4.82,False,
3434136,Beautiful West Lakeview location,Janet,"Chicago, IL",a few days or more,False,Neighborhood highlights,Lake View,41.94159,-87.65099,Private room in rental unit,Quarto privativo,1,1.0,1.0,1.0,$75.00,32,176,0,4.88,False,75.0
3445991,"#55-Clean,Great area. free parking, 24h check in.",Edgar K,"Chicago, IL",within a day,False,Neighborhood highlights,Dunning,41.94418,-87.79895,Private room in home,Quarto privativo,1,,,,,32,7,0,4.14,False,
3453656,Private large room with your own bathroom,Jennifer,"Chicago, IL",within an hour,True,Neighborhood highlights,Rogers Park,42.00146,-87.66982,Private room in condo,Quarto privativo,2,,,,,28,48,0,4.98,False,
3517984,Private room w/bath in urban canopy,Amanda,"Chicago, IL",within an hour,True,Neighborhood highlights,Hyde Park,41.79963,-87.59186,Private room in rental unit,Quarto privativo,2,1.0,1.0,1.0,$113.00,1,514,3,4.96,False,113.0
3570616,1 Bedroom Victorian Beauty at Logan Square!,Vasileios,"Chicago, IL",within an hour,True,Neighborhood highlights,Logan Square,41.93047,-87.7196,Entire rental unit,Todo o espaço,2,1.0,1.0,2.0,$98.00,32,160,0,4.75,False,98.0
3590692,"Modern, Super-CLEAN, Garden Level  Bedroom 3",Luke,"Chicago, IL",within an hour,True,Neighborhood highlights,Edgewater,41.99103,-87.66166,Private room in rental unit,Quarto privativo,1,1.0,1.0,1.0,$49.00,20,49,1,4.78,False,49.0
3638744,Chicago Suite 1BR/1BA (3709-G2),Petru,"Chicago, IL",within an hour,False,Neighborhood highlights,Irving Park,41.95965,-87.72016,Entire condo,Todo o espaço,2,1.0,1.0,1.0,$92.00,14,50,1,4.74,False,92.0
3639045,Modern suite in Victorian Garden setting.,Grainne,"Chicago, IL",within an hour,False,Neighborhood highlights,West Ridge,41.99595,-87.67545,Entire guest suite,Todo o espaço,2,1.0,1.0,2.0,$59.00,32,6,0,4.5,False,59.0
3742513,03a. Queen sized in coed room,Joseph,"Chicago, IL",within an hour,True,Neighborhood highlights,West Ridge,42.0168,-87.68771,Shared room in rental unit,Quarto compartilhado,1,2.0,1.0,1.0,$23.00,1,180,3,4.8,False,23.0
3761023,"Free parking, close to public transit, dining",Andrew &  Diane,"Chicago, IL",,True,Neighborhood highlights,Bridgeport,41.83615,-87.64638,Entire home,Todo o espaço,3,,1.0,,,3,102,0,4.86,True,
3783533,"""Home Away from Home"" - Free Street Parking!",Glenda,"Chicago, IL",within an hour,True,Neighborhood highlights,Humboldt Park,41.898048,-87.702972,Entire rental unit,Todo o espaço,6,1.0,2.0,3.0,$127.00,28,366,0,4.87,True,127.0
3792844,Luxury One Bedroom One-Private bathroom on beach,Alberto,"Chicago, IL",within an hour,True,Neighborhood highlights,Loop,41.877,-87.63055,Private room in condo,Quarto privativo,1,1.0,1.0,2.0,$55.00,32,15,0,4.87,True,55.0
