id,name,host_name,host_location,host_response_time,host_is_superhost,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,number_of_reviews,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_cleaned
1110778434935748589,"2 Designer Apts, Same Floor, Top-Tier Amenities",Cloud9,,within an hour,True,Neighborhood highlights,Near West Side,41.88466,-87.65915,Entire rental unit,Todo o espaço,10,4.0,4.0,6.0,$855.00,2,2,0,3.0,False,855.0
1110778829345506532,"West Loop Duo: 2 Stylish 2BRs, Walk to Dining",Cloud9,,within an hour,True,Neighborhood highlights,Near West Side,41.8767593,-87.6535914,Entire rental unit,Todo o espaço,10,4.0,4.0,6.0,$683.00,2,3,0,4.67,False,683.0
1110851028892552028,Charming 2BR Apartment in Edgewater - free parking,Bella,"Chicago, IL",within an hour,False,Neighborhood highlights,Edgewater,41.98602463183249,-87.66422241926193,Entire rental unit,Todo o espaço,5,1.0,2.0,2.0,$120.00,2,52,5,4.42,False,120.0
1111521127077363670,Cozy Coach House Retreat Near Downtown!,Eduardo,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89141,-87.6691,Entire guesthouse,Todo o espaço,4,1.0,1.0,1.0,$86.00,2,36,1,4.97,False,86.0
1111564369744094801,Located Mins to UChicago | Ideal for Long Stay,Anita,"Chicago, IL",within an hour,False,Neighborhood highlights,Kenwood,41.80367,-87.60335,Private room in rental unit,Quarto privativo,2,3.0,1.0,1.0,$90.00,32,3,0,4.0,True,90.0
1111594719067783542,Onsite spa and indoor/outdoor rooftop bar,The Godfrey,,within an hour,False,,Near North Side,41.894586,-87.631963,Room in hotel,Quarto privativo,2,1.0,1.0,1.0,$241.00,1,146,9,4.55,True,241.0
1111722730754612437,"“Huge 2B – Free Parking,Near Chinatown& McCormick”",Edita,"Illinois, United States",within an hour,False,Neighborhood highlights,Bridgeport,41.84685840058224,-87.64221054810734,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$114.00,2,63,6,4.68,True,114.0
1111781566212248442,Charming Deluxe Room - Long Stay Co-Living,Anita,"Chicago, IL",within an hour,False,Neighborhood highlights,Kenwood,41.80367,-87.60335,Private room in rental unit,Quarto privativo,2,,,,,32,3,0,4.0,True,
1112360708819623319,Corporate King Bed,Meesha,"Chicago, IL",,False,,South Shore,41.76291251233442,-87.57327070389009,Private room in home,Quarto privativo,2,1.0,1.0,1.0,$80.00,32,0,0,,False,80.0
1112470861909913035,The Roscoe Village Guesthouse,Jedidiah,"Chicago, IL",within an hour,True,,North Center,41.94395,-87.67973,Entire rental unit,Todo o espaço,4,1.0,3.0,3.0,$179.00,1,41,2,5.0,False,179.0
1112703021099701753,Cozy studio 13” walking from WF,Bella,"Chicago, IL",within an hour,False,,Uptown,41.95712372848836,-87.65122071616965,Entire rental unit,Todo o espaço,2,1.0,0.0,2.0,$148.00,2,41,1,4.44,False,148.0
1112924991584211938,Urban-inspired northside boutique stay,City Suites Hotel,,,False,,Lake View,41.939794,-87.652804,Room in hotel,Quarto privativo,2,,1.0,,,1,27,0,4.59,False,
1113028352180721066,The Elstonian Stylish Bucktown Home,Eugene,"Chicago, IL",within an hour,True,,Logan Square,41.92478837374503,-87.67715847605744,Entire rental unit,Todo o espaço,8,2.5,3.0,3.0,$201.00,2,64,5,4.81,False,201.0
1113176237827558452,"""Exquisite Urban Sanctuary:",Jesse,"Chicago, IL",within an hour,True,Neighborhood highlights,West Garfield Park,41.87546995666554,-87.72333260625601,Private room in rental unit,Quarto privativo,2,1.0,1.0,0.0,$114.00,32,0,0,,True,114.0
1113649871801292645,Comfortable Condo In the Heart of Bronzeville,RedAwning,,within a day,False,,Grand Boulevard,41.8106,-87.6087,Entire condo,Todo o espaço,7,1.0,4.0,4.0,$177.00,1,3,0,4.67,True,177.0
1114555664797545044,Garden Apartment- RickStan Manor,Stanley,"Chicago, IL",within an hour,True,,Edgewater,41.99427641641194,-87.6640249903519,Entire rental unit,Todo o espaço,5,1.0,2.0,3.0,$132.00,2,46,3,5.0,False,132.0
1114662718919858838,Stylish Condo BR w/Skyline Views – Walk Score 95,Tejal,"Chicago, IL",within an hour,False,,West Town,41.89278230000001,-87.6560847,Private room in condo,Quarto privativo,2,1.0,1.0,0.0,$109.00,3,43,3,4.95,False,109.0
1114689212178788484,Modern|Cozy|2BR Apartment|Lincoln Square Chicago,Rajeev,"Chicago, IL",within a few hours,False,Neighborhood highlights,Lincoln Square,41.96975089958519,-87.69294145633643,Entire rental unit,Todo o espaço,4,1.0,2.0,3.0,$168.00,2,52,5,4.92,False,168.0
1115233118926320705,Lovely Lake Side Apartment,Nouralhoda Khoder,"Chicago, IL",within an hour,False,,Edgewater,41.98286,-87.65365,Entire rental unit,Todo o espaço,3,1.0,1.0,1.0,$155.00,1,45,1,4.62,True,155.0
1116018062070600184,Bees Knees - Room 3,Genova,"Chicago, IL",within an hour,False,,Lower West Side,41.85131,-87.67082,Private room in rental unit,Quarto privativo,1,1.0,1.0,1.0,$26.00,7,44,1,4.75,True,26.0
1116084493075251863,East Village Home,Doug,"Chicago, IL",within an hour,False,,West Town,41.89826,-87.66964,Entire home,Todo o espaço,3,1.5,1.0,1.0,$198.00,3,1,0,5.0,False,198.0
1116230297590206348,Top Floor in Historic Old Town!,Heather,"Chicago, IL",within an hour,True,,Lincoln Park,41.91272,-87.64101,Entire home,Todo o espaço,6,1.0,3.0,3.0,$315.00,3,37,3,4.97,False,315.0
1116272651165270654,Chicago Downtown River North,Azhar,,within an hour,False,,Near North Side,41.89479583803431,-87.6374012449439,Private room in rental unit,Quarto privativo,2,3.0,1.0,1.0,$810.00,1,10,0,4.7,True,810.0
1116552683533877111,Comfortable Hideaway | Near Lincoln Square,Hakim,"Chicago, IL",within an hour,False,,Albany Park,41.96789392431656,-87.72060860639043,Private room in rental unit,Quarto privativo,2,1.0,1.0,1.0,$69.00,1,6,2,3.67,True,69.0
1116675590133734447,816 PLZN-Pilsen Penthouse| Rooftop| Garage Parking,Denzilt,"Chicago, IL",within an hour,True,Neighborhood highlights,Lower West Side,41.8554545,-87.6468926,Entire rental unit,Todo o espaço,9,2.0,3.0,3.0,$217.00,1,106,7,4.82,False,217.0
1116740709556062478,Cozy 2 Bed Apt - Midway Airport,Dream,,within an hour,False,,Brighton Park,41.82860200797381,-87.69547313064336,Entire rental unit,Todo o espaço,6,1.0,2.0,0.0,$113.00,2,29,1,4.72,True,113.0
1116831807498207529,"Style, comfort, and convenience",Edward D,"Chicago, IL",within an hour,True,,Near West Side,41.867087551428966,-87.65521243684539,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$162.00,2,58,5,5.0,True,162.0
1116980380788123216,2BR 1st floor w/patio and permit parking,Sara Quetzali,"Chicago, IL",within a few hours,True,Neighborhood highlights,Avondale,41.9388178431243,-87.71051868796349,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$154.00,2,26,3,5.0,False,154.0
1117394712148132475,Charming vintage oasis in Logan Sq/Humboldt Park!,Gregory,,within an hour,True,,Logan Square,41.91424324270224,-87.70623683031482,Entire rental unit,Todo o espaço,6,1.0,2.0,4.0,$176.00,2,37,4,4.84,False,176.0
1117501397521430859,Logan Square Hotel Room 303,Flora,"Chicago, IL",within an hour,True,,Logan Square,41.9176523,-87.69707799999999,Room in hotel,Quarto privativo,2,1.0,1.0,1.0,$65.00,32,3,1,5.0,False,65.0
1118135303695781152,Urban Gem in Logan Square - 6 Miles to Downtown,Alvaro,"Chicago, IL",,False,,Logan Square,41.92265,-87.71758,Entire rental unit,Todo o espaço,5,1.0,3.0,3.0,$206.00,3,10,2,4.7,False,206.0
1118198200466838593,Bright Apartment,Juan,United States,within an hour,True,,Albany Park,41.96432188534716,-87.72333057785316,Entire rental unit,Todo o espaço,4,1.0,1.0,0.0,$64.00,2,94,3,4.96,False,64.0
1118801371299249070,Treetop Sunny Large 1- Bedroom in Lincoln Square,James,,within a day,False,,Lincoln Square,41.97187446815807,-87.70117894973755,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$180.00,32,3,0,5.0,False,180.0
1118943663536340309,Entire bungalow in Chicago,Minh,"Chicago, IL",,False,Neighborhood highlights,Albany Park,41.96921973481312,-87.73436694722139,Entire bungalow,Todo o espaço,6,1.5,3.0,3.0,$261.00,1,19,2,4.74,False,261.0
1118958369669164796,Bottom Bunk in Chicagos Coolest Hostel,Celia,"Chicago, IL",within an hour,False,,West Town,41.90828272895008,-87.66767779324437,Shared room in loft,Quarto compartilhado,1,1.0,1.0,2.0,$50.00,1,2,0,5.0,False,50.0
1119930888211299574,Cozy apartment for 4 people in Chicago,Long,"Evanston, IL",within an hour,False,,West Ridge,41.99452563674446,-87.69213667698276,Entire rental unit,Todo o espaço,4,1.0,1.0,2.0,$72.00,2,25,2,4.56,True,72.0
1120461174550629890,Fall into Dreams - Room 2,Genova,"Chicago, IL",within an hour,False,,Lower West Side,41.85144,-87.67246,Private room in rental unit,Quarto privativo,2,1.0,1.0,1.0,$35.00,7,25,1,4.56,True,35.0
1120668272475101075,Bunkbed in Shared Dorm for Digital Nomads,Celia,"Chicago, IL",within an hour,False,,West Town,41.90823324960101,-87.66792271936417,Shared room,Quarto compartilhado,1,1.0,1.0,1.0,$65.00,1,12,0,4.83,True,65.0
1120942929734395998,Level Studio | Fulton Market,Level Chicago,,within an hour,True,,Near West Side,41.88755,-87.64693,Entire rental unit,Todo o espaço,2,1.0,0.0,2.0,,1,44,2,4.7,True,
1120956718962994503,"Complimentary in-room coffee, and free WiFi",Hotel Chicago West Loop,,,False,,Near West Side,41.8779505,-87.6677815,Room in hotel,Quarto privativo,2,,1.0,,,1,79,0,4.44,False,
1120956719116191653,"In-room fridge and microwave, plus ADA features",Hotel Chicago West Loop,,,False,,Near West Side,41.8779505,-87.6677815,Room in hotel,Quarto privativo,2,,1.0,,,1,0,0,,False,
1120956912866792718,"Comfy room for two, plus Keurig coffeemaker",Hotel Chicago West Loop,,,False,,Near West Side,41.8779505,-87.6677815,Room in hotel,Quarto privativo,2,,1.0,,,1,13,0,4.15,False,
1120957009458796974,Level One Bedroom Suite | Fulton Market,Level Chicago,,within an hour,True,,West Town,41.88902,-87.64692,Entire rental unit,Todo o espaço,3,1.0,1.0,2.0,,1,21,3,4.52,True,
1120964500664936596,Level Junior Two Bedroom Suite | Fulton Market,Level Chicago,,within an hour,True,,Near West Side,41.8871,-87.64687,Entire rental unit,Todo o espaço,4,2.0,2.0,2.0,,1,44,0,4.82,True,
1121239277231212984,Modern 2BR Apt | Free Parking & Pet-friendly,Camillia,"Chicago, IL",within a few hours,True,,Woodlawn,41.77528677115146,-87.60687634817519,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$96.00,32,3,0,5.0,False,96.0
1121272133799016202,"Bee's Knees - Ritzy, 1924 Hollywoodesque Bungalow",Adam,"Chicago, IL",within an hour,True,,Humboldt Park,41.90178543117046,-87.71352870454577,Entire home,Todo o espaço,10,2.0,4.0,7.0,$224.00,2,67,2,4.91,False,224.0
1122443241865417112,Ancona Number 1,Gigi,,a few days or more,False,,West Town,41.8937667,-87.661372,Private room in rental unit,Quarto privativo,1,2.0,3.0,3.0,$103.00,32,0,0,,False,103.0
1122464823238004538,BEST Wicker Park Chicago Loft!,Brian Patrick,"Chicago, IL",,False,,West Town,41.91019872624573,-87.67128970474005,Entire rental unit,Todo o espaço,4,2.0,2.0,2.0,$249.00,32,1,0,5.0,False,249.0
1122665197386065075,Modern Design Condo In Downtown,Vickykumar,"Chicago, IL",within an hour,True,,Loop,41.8768238722387,-87.63436731919765,Entire rental unit,Todo o espaço,3,1.0,1.0,1.0,$119.00,32,5,0,5.0,True,119.0
1122724607102803124,Exquisite 1 BR for  Lollapalooza 2024 in Chicago,Amras,,,False,,Near North Side,41.89364624982143,-87.61983400000001,Room in hotel,Quarto privativo,2,,1.0,,,3,0,0,,False,
1122753209383362624,Designer Apartment 10 Min Walk to Wrigley!,Thoms,"Chicago, IL",within an hour,True,,Lake View,41.9446409,-87.6613496,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$179.00,2,49,3,4.9,False,179.0
1123039296789048320,Ancona Number 2,Gigi,,a few days or more,False,,West Town,41.89345428466667,-87.66050177334844,Private room in rental unit,Quarto privativo,1,2.0,3.0,3.0,$90.00,32,0,0,,False,90.0
1123041225709371548,Ancona Primary Suite,Gigi,,a few days or more,False,,West Town,41.89285,-87.66164,Private room in rental unit,Quarto privativo,1,2.0,3.0,3.0,$103.00,32,0,0,,False,103.0
1123134752176107110,"""Spacious 3br theater""",Brittany,"Atlanta, GA",within an hour,False,,Englewood,41.790214154376834,-87.64472362570406,Entire rental unit,Todo o espaço,6,1.0,3.0,3.0,$144.00,1,22,2,4.41,False,144.0
1124054496454590171,Chicago Bear Den,Rachel,"Chicago, IL",within an hour,True,,Lake View,41.95313,-87.6612,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$173.00,1,55,2,4.89,False,173.0
1124191295763089163,Bold Luxury Condo (Bronzeville),Yemi,"Chicago, IL",within a few hours,True,Neighborhood highlights,Grand Boulevard,41.8102989,-87.6093135,Entire rental unit,Todo o espaço,6,2.0,3.0,3.0,$213.00,2,39,3,4.85,False,213.0
1124826651184381090,Modern 3BR in South Loop Near McCormick & Wintrust,Milan,"Chicago, IL",within an hour,True,Neighborhood highlights,Near South Side,41.853917557822754,-87.62539151587613,Entire rental unit,Todo o espaço,8,2.0,3.0,4.0,$272.00,2,33,0,4.7,True,272.0
1125099611066841526,"Blueground | West Loop, gym, nr Fulton Market",,,,False,,Near West Side,41.8849149,-87.6671521,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$224.00,32,1,0,1.0,True,224.0
1125099898809523942,"Blueground | West Loop, roof, gym, grills, nr Park",,,,False,,Near West Side,41.8849744,-87.6523958,Entire rental unit,Todo o espaço,2,1.0,0.0,1.0,$220.00,32,0,0,,True,220.0
1125269530397844134,"Chic Apt on Bar & Restaurant Street, City Life",Cihan,"Chicago, IL",within an hour,True,,Near North Side,41.908680798091794,-87.63306672764821,Entire rental unit,Todo o espaço,2,1.0,0.0,1.0,$156.00,32,53,1,4.79,True,156.0
1125432527947462892,Newly Charming 2b2bath wicker park,Ahmed,"New York, NY",within an hour,True,,West Town,41.90982,-87.66835,Entire condo,Todo o espaço,5,2.0,2.0,4.0,$184.00,2,7,0,5.0,False,184.0
1125455079418509054,Serene Retreat,Bresshenda,,within an hour,False,Neighborhood highlights,Greater Grand Crossing,41.75519157409641,-87.6268766517555,Entire rental unit,Todo o espaço,3,1.0,1.0,1.0,$180.00,2,0,0,,False,180.0
1125460366089246179,"Comfy 2BR-2BTH, Ideally Located!",Natasha,"Madrid, Spain",within an hour,True,Neighborhood highlights,Loop,41.88305580000001,-87.62577309999999,Entire rental unit,Todo o espaço,6,2.0,2.0,3.0,$321.00,1,98,6,4.94,False,321.0
1125490431254401775,2 Bed Apt in Heart of Logan !,Nicole,"Chicago, IL",within an hour,True,,Logan Square,41.92447,-87.69601,Entire rental unit,Todo o espaço,4,,2.0,,,1,25,1,4.88,True,
1125585572239074004,Cozy 4-Bedroom House with Patio,Thatheu,,within a few hours,True,,Irving Park,41.947447789546445,-87.72745870473555,Entire home,Todo o espaço,8,1.0,4.0,0.0,$194.00,2,16,1,4.88,False,194.0
1125636886935959268,3BR UChicago Medical Midway Museums Large Comfy,Kenneth,"Chicago, IL",within an hour,True,Neighborhood highlights,Woodlawn,41.78318914820161,-87.60844799093478,Entire rental unit,Todo o espaço,5,1.0,3.0,3.0,$114.00,2,12,0,4.67,True,114.0
1126196589488412854,2bedroom/2bathroom condo (shared),Dalila,"Chicago, IL",,False,,Albany Park,41.97281043134344,-87.70869115453793,Private room in rental unit,Quarto privativo,2,1.0,2.0,1.0,$103.00,1,27,0,4.85,False,103.0
1126354840722193927,Upscale Luxury Stay Self check in near Downtown m2,Edward,"Chicago, IL",within an hour,True,,Mckinley Park,41.83067875878776,-87.66796708125028,Private room in home,Quarto privativo,2,2.0,1.0,1.0,$34.00,2,10,2,3.7,False,34.0
1126357540937800691,2Level Duplex 20 Mins to Dt Chicago!-Jacuzzi,Kimberly,"Chicago, IL",within a day,True,,Hermosa,41.92995,-87.73508,Entire rental unit,Todo o espaço,8,3.0,4.0,0.0,$169.00,1,7,0,4.71,True,169.0
1126430140363431801,Boho Bliss W/ Private back Patio,GregoryElijah,,within an hour,True,Neighborhood highlights,Logan Square,41.91427259533037,-87.70663049072027,Entire rental unit,Todo o espaço,4,1.0,1.0,1.0,$118.00,1,87,3,4.83,True,118.0
1126569850389741716,"Blueground | West Loop, gym, nr Fulton Market",,,,False,,Near West Side,41.8849149,-87.6671521,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$202.00,32,0,0,,True,202.0
1126793591010529826,Entire upgraded house with two floors.,Deborah,"Chicago, IL",within an hour,True,,Woodlawn,41.77364,-87.59231,Entire home,Todo o espaço,4,1.5,2.0,2.0,$203.00,2,31,0,4.81,False,203.0
1126975965048220068,Cozy Bungalow Getaway,Lisa,"Chicago, IL",within a few hours,True,,Albany Park,41.9722,-87.74107,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$95.00,2,43,2,4.98,False,95.0
1127490471631757862,A Bachelorette,Kourtney,"Calumet Park, IL",,False,,South Deering,41.71977555086991,-87.57636823830424,Private room in rental unit,Quarto privativo,2,1.0,1.0,1.0,$48.00,32,0,0,,False,48.0
1127524302232598442,Apartment in Andersonville,Stephen,"Chicago, IL",within an hour,True,,Edgewater,41.97759,-87.67197,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$204.00,3,55,2,4.96,False,204.0
1127542910918854145,"All the essentials, plus accessible features",Central Loop Hotel,,within an hour,False,,Loop,41.87942,-87.63108,Room in hotel,Quarto privativo,2,,1.0,,,32,0,0,,False,
1127543190387618031,Well-appointed kitchenette for DIY dining,Central Loop Hotel,,within an hour,False,,Loop,41.87942,-87.63108,Room in hotel,Quarto privativo,2,1.0,1.0,1.0,,1,18,0,4.83,True,
1127543195751760377,Unwind in the heart of downtown,Central Loop Hotel,,within an hour,False,,Loop,41.87942,-87.63108,Room in hotel,Quarto privativo,2,1.0,1.0,1.0,,1,89,10,4.67,True,
1127543340007875392,Spot-on location in the heart of the Loop,Central Loop Hotel,,within an hour,False,,Loop,41.87942,-87.63108,Room in hotel,Quarto privativo,2,1.0,1.0,1.0,,1,72,4,4.64,True,
1127547536549590597,"Basic at its best, cozy and efficient",Club Quarters Hotel Central Loop,,within an hour,False,,Loop,41.87944,-87.63112,Room in hotel,Quarto privativo,2,1.0,1.0,1.0,,1,16,1,4.19,True,
1127547854729302715,"Walking distance to Symphony Center, Willis Tower",Club Quarters Hotel Central Loop,,within an hour,False,,Loop,41.87944,-87.63112,Room in hotel,Quarto privativo,2,1.0,1.0,1.0,,1,0,0,,True,
1127547998176752430,Kitchenette? Your leftover deep-dish pizza awaits,Club Quarters Hotel Central Loop,,within an hour,False,,Loop,41.87944,-87.63112,Room in hotel,Quarto privativo,2,1.0,1.0,1.0,$295.00,1,0,0,,True,295.0
1127548558710967621,ADA room in the iconic Mather Tower,Club Quarters Hotel Wacker At,,within an hour,True,,Loop,41.88777,-87.62567,Room in hotel,Quarto privativo,2,,1.0,,,32,0,0,,False,
1127548559177171097,Spacious suite setup complete with kitchenette,Club Quarters Hotel Wacker At,,within an hour,True,,Loop,41.88777,-87.62567,Room in hotel,Quarto privativo,2,,1.0,,,32,0,0,,False,
1127548690765326209,Sweet location in a Neo-Gothic gem,Club Quarters Hotel Wacker At,,within an hour,True,,Loop,41.88777,-87.62567,Room in hotel,Quarto privativo,2,,1.0,,,32,0,0,,False,
1127549549309472011,Restful home base in the heart of Chicago,River Hotel,,,False,,Loop,41.88781,-87.62576,Room in hotel,Quarto privativo,4,,1.0,,,32,1,0,5.0,False,
1127549552375996676,Well-appointed with accessible features,River Hotel,,,False,,Loop,41.88781,-87.62576,Room in hotel,Quarto privativo,2,,1.0,,,32,0,0,,False,
1127549582817586105,Quaint room close to Downtown and Chinatown,Long,"Chicago, IL",within an hour,False,,Bridgeport,41.84673137669591,-87.65342069402226,Private room in home,Quarto privativo,1,1.5,1.0,1.0,$62.00,1,10,1,4.7,False,62.0
1127549664708936136,Kitchenette stocked with all the essentials,River Hotel,,,False,,Loop,41.88781,-87.62576,Room in hotel,Quarto privativo,2,,1.0,,,32,0,0,,False,
1127549674395403956,Idyllic location to downtowns best hot spots,River Hotel,,,False,,Loop,41.88781,-87.62576,Room in hotel,Quarto privativo,2,,1.0,,,32,0,0,,False,
1127549774329960315,Comfy queen for napping between museums,River Hotel,,,False,,Loop,41.88781,-87.62576,Room in hotel,Quarto privativo,2,,1.0,,,32,2,0,5.0,False,
1127642398240669514,"Floresitas Oasis, your home in Chicago",Lizbeth,"Chicago, IL",within an hour,True,,Lower West Side,41.84488953914064,-87.68466243480444,Entire home,Todo o espaço,6,2.0,3.0,4.0,$148.00,2,59,5,4.93,False,148.0
1127885067672355857,Finished 1 BR in Streeterville,Axay,"Chicago, IL",,False,,Near North Side,41.88979291003669,-87.61895933249872,Entire rental unit,Todo o espaço,2,,1.0,,,32,0,0,,False,
1128162336199429374,Level Two Bedroom Suite | Fulton Market,Level Chicago,,within an hour,True,,Near West Side,41.88788,-87.64728,Entire rental unit,Todo o espaço,4,2.0,2.0,2.0,,1,33,1,4.85,True,
1128162687936446074,Some bonus space and convenient kitchenette,Club Quarters Hotel Central Loop,,within an hour,False,,Loop,41.87944,-87.63112,Room in hotel,Quarto privativo,2,1.0,1.0,1.0,,1,3,0,4.33,True,
1128163826522016913,"Living space & kitchenette, ideal for longer stays",Central Loop Hotel,,within an hour,False,,Loop,41.87942,-87.63108,Room in hotel,Quarto privativo,2,1.0,1.0,1.0,$295.00,1,1,0,5.0,True,295.0
1128174821776068632,"All about functionality, with sectional & desk",Club Quarters Hotel Central Loop,,within an hour,False,,Loop,41.87944,-87.63112,Room in hotel,Quarto privativo,2,1.0,1.0,1.0,,1,51,4,4.71,True,
1128182052939470379,Level Three Bedroom Suite | Fulton Market,Level Chicago,,within an hour,True,,West Town,41.88948030871852,-87.64528741668555,Entire rental unit,Todo o espaço,6,2.0,3.0,3.0,,1,3,0,4.0,True,
1128190499561089647,"Blueground | West Loop, gym, roof, nr Union Park",,,,False,,Near West Side,41.88492,-87.66715,Entire rental unit,Todo o espaço,4,2.0,2.0,2.0,$350.00,32,1,0,5.0,True,350.0
1128190901474913800,"Blueground | West Loop, rooftop & dog wash, nr L",,,,False,,Near West Side,41.8849744,-87.6523958,Entire rental unit,Todo o espaço,4,2.0,2.0,2.0,$383.00,32,0,0,,True,383.0
1128235833925541165,Logan Square Hotel Room 205,Flora,"Chicago, IL",within an hour,True,,Logan Square,41.917622,-87.6970711,Room in hotel,Quarto privativo,2,1.0,1.0,1.0,$93.00,32,1,0,5.0,False,93.0
1128251407446399256,Right on the riverfront with handy kitchenette,Club Quarters Hotel Wacker At,,within an hour,True,,Loop,41.88777,-87.62567,Room in hotel,Quarto privativo,2,,1.0,,,32,1,0,5.0,False,
1128253390243288019,Logan Square Hotel Room 202,Flora,"Chicago, IL",within an hour,True,,Logan Square,41.91665916360435,-87.69631332948347,Room in hotel,Quarto privativo,2,1.0,1.0,1.0,$60.00,32,1,0,5.0,False,60.0
1128257179724115474,Multipurpose work station and ultra-fast WiFi,Club Quarters Hotel Wacker At,,within an hour,True,,Loop,41.88777,-87.62567,Room in hotel,Quarto privativo,2,,1.0,,,32,0,0,,False,
1128263924745937798,Spacious suite with living area & kitchenette,River Hotel,,,False,,Loop,41.88781,-87.62576,Room in hotel,Quarto privativo,2,,1.0,,,32,0,0,,False,
1128932510689144738,Modern Mt Greenwood Mid-Term,Louis,"Chicago, IL",,False,,Mount Greenwood,41.68877665738925,-87.70217940686582,Entire home,Todo o espaço,8,2.5,4.0,0.0,$225.00,32,0,0,,False,225.0
1129015239377735431,Cozy bedroom close to Downtown and Chinatown,Long,"Chicago, IL",within an hour,False,,Bridgeport,41.84499,-87.65355,Private room in home,Quarto privativo,2,1.5,1.0,1.0,$76.00,1,40,2,4.8,False,76.0
1129668732756159685,The Pilsen Lodge,Anne,"Chicago, IL",within a few hours,True,,Lower West Side,41.8593548,-87.6695809,Entire rental unit,Todo o espaço,6,1.0,2.0,2.0,$156.00,2,24,0,5.0,False,156.0
1129801280744518195,L Chic 2-Bed/Bath Boystown/Wrigley/Uptown/Aragon,Pablo,"Chicago, IL",within an hour,True,,Uptown,41.96020467926188,-87.65578426072928,Entire rental unit,Todo o espaço,6,,2.0,,,2,1,0,5.0,True,
1130195611113283685,Woodlawn LUXE! Near University of Chicago,Channon,"Chicago, IL",within an hour,True,,Woodlawn,41.77469,-87.60413,Entire condo,Todo o espaço,6,1.0,4.0,4.0,$120.00,2,54,3,4.83,True,120.0
1130204331350304817,Garden Unit (basement). Near O'hare,Elias,"Chicago, IL",within an hour,False,,Montclare,41.93651,-87.79431,Entire rental unit,Todo o espaço,6,1.0,2.0,3.0,$86.00,2,31,4,4.68,False,86.0
1130322634618706079,Oldtown Stylish cute studio,Hatice,,within an hour,True,Neighborhood highlights,Near North Side,41.90894942987151,-87.63280795295404,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$182.00,32,40,1,4.7,False,182.0
1130524748509689636,"420-Friendly 2BR Retreat | Near McCormick, Parking",Studebecker,"Skokie, IL",within an hour,False,Neighborhood highlights,Near South Side,41.85594,-87.62578,Entire rental unit,Todo o espaço,8,2.0,2.0,3.0,$183.00,2,32,2,4.78,True,183.0
1130665901911989325,Entire Unit - Spacious-U of Chicago/Museum of Sci,Ravi,"Chicago, IL",within an hour,False,,Woodlawn,41.78142,-87.60814,Entire condo,Todo o espaço,5,1.0,2.0,2.0,$152.00,1,23,2,4.61,False,152.0
1130674868172575351,Luxury Apartment Near Downtown Chicago,Anita,"Chicago, IL",within an hour,False,Neighborhood highlights,West Town,41.90799,-87.68868,Entire rental unit,Todo o espaço,6,1.0,2.0,3.0,$167.00,2,31,1,4.61,True,167.0
1131015616430463519,"Blueground | West Loop, gym, roof, nr Union Park",,,,False,,Near West Side,41.8849744,-87.6523958,Entire rental unit,Todo o espaço,2,,1.0,,,32,0,0,,True,
1131076518865057194,"Blueground | West Loop, gym, nr Fulton Market",,,,False,,Near West Side,41.8849744,-87.6523958,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$295.00,32,0,0,,True,295.0
1131279104706540919,Chic Co-Living Near UChicago | Unit 302 Room 4,Anita,"Chicago, IL",within an hour,False,,Kenwood,41.80367,-87.60335,Private room in rental unit,Quarto privativo,2,,1.0,,,32,0,0,,True,
1131286019452329636,House Bucktown /wickerPark.,Argelia,,within an hour,False,Neighborhood highlights,Logan Square,41.91734614863639,-87.68138057239669,Entire home,Todo o espaço,3,1.5,2.0,2.0,$171.00,3,25,3,5.0,True,171.0
1131290239496578447,Stylish Room in Chic Long Stay - mins to UChicago,Anita,"Chicago, IL",within an hour,False,Neighborhood highlights,Kenwood,41.80367,-87.60335,Private room in home,Quarto privativo,2,,1.0,,,32,0,0,,True,
1131290443190444622,River North Home With Balcony and Parking,Patty,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89358206048352,-87.66364690666003,Entire rental unit,Todo o espaço,5,2.0,2.0,2.0,$172.00,2,55,2,4.84,False,172.0
1131633738798531438,"Blueground | West Loop, rooftop & dog wash, nr L",,,,False,,Near West Side,41.8849149,-87.6671521,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$238.00,32,0,0,,True,238.0
